Who?	چه کسی؟
What's the definition of jazz?	معنی جاز چیست؟
What's wrong with what we did?	آنچه که ما انجام دادیم، چه مشکلی دارد؟
What's wrong with what we did?	کاری که کردیم، چه اشکالی دارد؟
What's your home phone number?	شماره تلفن خانه ات چیست؟
Why is everything going wrong?	چرا همه چیز خراب پیش می رود؟
You agree with Tom, don't you?	با تام موافقی، نه؟
You can't get there from here.	شما از اینجا نمی توانید به آنجا برسید.
You should say what you think.	تو باید هر چه را که به آن فکر می کنی؛ بگویی.
Anyone may use this dictionary.	هرکسی می تواند از این دیکشنری استفاده کند.
Both roads lead to the station.	هردو راه به ایستگاه می‌روند.
Do you have some good medicine?	شما داروی مناسبی دارید؟
Do you know anything about Tom?	چیزی در مورد تام میدانی؟
Do you really believe in magic?	آیا واقعاً به جادو باور داری؟
Do you want me to spell it out?	آیا می‌خواهی آن را مو به مو توضیح دهم؟
Don't let him know her address.	نگذار او آدرس آن خانم را بفهمد.
Don't stay in the sun too long.	طولانی زیر آفتاب نایست.
Every mistake made me stronger.	هر اشتباه مرا قوی تر کرد.
Everybody agreed with his idea.	همه با نظرش موافقت کردند.
Experience is the best teacher.	تجربه بهترین آموزگار است.
He comes from the middle class.	او از طبقهٔ متوسط می‌آید.
He disappeared without a trace.	او بدون هیچ اثری ناپدید شد.
He has a lot of creative ideas.	او ایده‌های خلاق بسیاری دارد.
He is curious about everything.	او درمورد همه چیز کنجکاو است.
He is prone to getting excited.	او در معرض هیچان‌زده شدن بود.
He knows most who speaks least.	آنکس بیشتر می‌داند که کمتر حرف می‌زند.
He likes smoking in the toilet.	اون دوست داره تو دستشویی سیگار بکشه
He remained silent for a while.	او برای یک لحظه ساکت ماند.
He was a burden to his parents.	او سربار خانواده‌اش بود.
He was a pioneer in this field.	او در آن زمینه پیشاهنگ بود.
His mother is writing a letter.	مادر او نامه می نویسد.
How long will Tom stay with us?	تام چقدر پیش ما خواهد ماند؟
How many times did that happen?	آن چند بار اتفاق افتاد؟
How many times did that happen?	چند بار آن رخ داد؟
How many times did that happen?	چند دفعه آن روی داد؟
I asked him about his new book.	من راجع به کتاب جدیدش سوال کردم.
I cannot tell how this is done.	نمی‌توانم بگویم که این چطور درست شده است.
I don't want to take that risk.	من قصد ندارم آن ریسک را بکنم.
I doubt if sanctions will work.	من شک دارم تحریم ها مؤثر باشند.
I expect you know all about it.	انتظار دارم همه چیز را راجع به آن بدانی.
I found what I was looking for.	من آنچه را که به دنبالش می گشتم، یافتم.
I got over it. You should, too.	من بر آن غلبه کردم. تو هم باید همین کار را بکنی.
I have a workshop in my garage.	من یک کارگاه در گاراژم دارم.
I really wish to see you today.	خیلی مشتاقم امروز ببینمتان.
I stopped smoking and drinking.	من کشیدن سیگار و مصرف الکل را متوقف کردم.
I suggest that you go by train.	پیشنهاد می‌کنم با قطار بروی.
I think that could be arranged.	من فکر می‌کنم که آن می‌تواند ترتیب داده شود.
I think that could be arranged.	فکر کنم بتواند مرتب شود.
I think that could be arranged.	فکر کنم آن بتواند چیده شود.
I took that picture a week ago.	من آن عکس را یک هفته پیش گرفتم.
I tried that a couple of times.	دو بار آن را امتحان کردم.
I want something cold to drink.	من چیزی سرد برای نوشیدن می خواهم.
I was delayed by a traffic jam.	ازدحام ترافیک موجب تاخیرم شد.
I wasn't trying to hurt anyone.	من تلاش نمی‌کردم تا به کسی آسیب برسانم.
I will make a new suit for you.	می خواهم برایت یک دست لباس جدید درست کنم.
I'll put some salt in the soup.	من کمی نمک در سوپ خواهم ریخت.
I'll worry about that tomorrow.	من دربارش فردا نگران میشم.
I'm adamant that you should go.	من مصرم که تو باید بروی.
I'm confused. What do I do now?	من گیج شده ام.حالا چکار باید بکنم؟
I'm using the hammer right now.	من الان دارم از چکش استفاده می‌کنم
I'm working as a bartender now.	من در حا حاضر به عنوان یک متصدی بار در حال کار هستم.
It doesn't matter at all to me.	این اصلا برای من مهم نيست
It was a difficult year for us.	سال سختی برای ما بود.
It's obvious that you're lying.	واضح بود که شما دروغ گفتید.
Just help me with this baggage.	فقط براي اين چمدان به من كمك كند.
Let's ponder that for a moment.	بگذار برای یک لحظه به آن غور کنیم.
My brother is coming on Monday.	برادرم روز دوشنبه می آید.
My computer was down yesterday.	کامپیوتر من دیروز خراب شد.
My parents don't understand me.	والدینم مرا درک نمی کنند.
Please mail this letter for me.	لطفا این نامه را برای من پست کن.
Please say hello to him for me.	لطفا از طرف من به او سلام برسان.
She is what is called a genius.	او چیزی است که نابغه خوانده می شود.
She picked up beautiful stones.	او سنگ‌های زیبایی انتخاب کرد.
She was arrested by the police.	او توسط پلیس دستگیر شد.
That fish lives in fresh water.	آن ماهی در آب شیرین زندگی می‌کند.
That's a very compelling story.	آن یک داستان توجه بر انگیز است.
That's why you're still single.	برای همین است که هنوز مجرّدی.
That's why you're still single.	واسه همینه که هنوز مجرّدی.
The army quelled the rebellion.	ارتش شورش را سرکوب کرد.
The castle is across the river.	قلعه آن طرف رودخانه است.
The gossip hurt his reputation.	شایعات به اعتبار او آسیب زدند.
The investigation is under way.	تحقیقات شروع می شود.
The landlord changed the locks.	صاحبخانه قفلها را عوض کرد.
The result is all that matters.	فقط نتیجه مهم است.
The room was in total disorder.	اتاق در آشفتگی کامل بود.
The sea was as smooth as glass.	دریا مثل شیشه صاف بود.
There is no smoke without fire.	هیچ دودی بی آتشی نیست.
They could ride and shoot well.	آنها به خوبی می توانستنند هم برانند وهم تیر اندازی کنند.
They heard him come downstairs.	آنها صدایش را شنیدند که از پلکان داشت پایین می رفت.
This child did nothing but cry.	این بچه کاری جز گریه کردن نداشت.
This house is relatively small.	این خانه نسبتاً کوچک است.
This is not an emergency issue.	این مسئله اورژانس نیست.
Those houses are 500 years old.	آن خانه ها پانصد سال قدمت دارند.
Three people are still missing.	سه نفر هنوز گمشده هستند.
Tom didn't say a word about it.	تام چیزی در این باره نگفت.
Tom doesn't live in Boston now.	تام اکنون در بوستون زندگی نمی کند.
